2017-05-26,['SIRI', 'NVDA', 'TSLA', 'AAL', 'CMCSA']
2017-05-30,['TSLA', 'MU', 'STX', 'ADI', 'JBHT']
2017-05-31,['VRTX', 'PYPL', 'LILAK', 'REGN', 'CHTR']
2017-06-01,['LILA', 'SIRI', 'QVCA', 'DLTR', 'BMRN']
2017-06-02,['REGN', 'AVGO', 'HOLX', 'MSFT', 'CELG']
2017-06-05,['NVDA', 'TSLA', 'VRTX', 'LILAK', 'EXPE']
2017-06-06,['NTES', 'TSLA', 'ADI', 'MU', 'KLAC']
2017-06-07,['NTES', 'AAL', 'MU', 'JD', 'MYL']
2017-06-08,['NVDA', 'ALXN', 'SIRI', 'TSLA', 'STX']
2017-06-09,['TSCO', 'FOXA', 'FAST', 'FOX', 'ALXN']
2017-06-12,['CTXS', 'MU', 'AKAM', 'ADSK', 'NVDA']
2017-06-13,['INCY', 'MELI', 'TSLA', 'NCLH', 'DISH']
2017-06-14,['ALXN', 'BMRN', 'VRTX', 'INCY', 'WBA']
2017-06-15,['NVDA', 'STX', 'ATVI', 'NCLH', 'EA']
2017-06-16,['FAST', 'CTAS', 'FISV', 'LBTYA', 'LILA']
2017-06-19,['NTES', 'INCY', 'BIIB', 'NVDA', 'BMRN']
2017-06-20,['REGN', 'BIIB', 'SHPG', 'ALXN', 'NTES']
2017-06-21,['INCY', 'BMRN', 'VRTX', 'REGN', 'JD']
2017-06-22,['GILD', 'ILMN', 'ALXN', 'ESRX', 'JD']
2017-06-23,['NTES', 'JD', 'LBTYK', 'LBTYA', 'WDC']
2017-06-26,['FOXA', 'VIAB', 'DLTR', 'FOX', 'LILA']
2017-06-27,['TSCO', 'DLTR', 'LILAK', 'VIAB', 'XRAY']
2017-06-28,['JBHT', 'PCAR', 'LBTYK', 'LBTYA', 'PYPL']
2017-06-29,['LBTYK', 'LBTYA', 'BIDU', 'MAT', 'AAL']
2017-06-30,['MAT', 'LILAK', 'TSCO', 'FAST', 'SIRI']
2017-07-03,['FAST', 'VIAB', 'JBHT', 'LILA', 'PCAR']
2017-07-05,['ADSK', 'MU', 'ALXN', 'PYPL', 'SHPG']
2017-07-06,['AVGO', 'MNST', 'AAL', 'MELI', 'LRCX']
2017-07-07,['AMAT', 'INCY', 'NFLX', 'PCLN', 'ATVI']
2017-07-10,['LILAK', 'LILA', 'JD', 'WDC', 'NVDA']
2017-07-11,['TSLA', 'AMAT', 'MU', 'WDC', 'LILAK']
2017-07-12,['ATVI', 'NVDA', 'MELI', 'SYMC', 'NFLX']
2017-07-13,['ORLY', 'STX', 'ALXN', 'REGN', 'LBTYA']
2017-07-14,['STX', 'NVDA', 'TSCO', 'CTRP', 'KLAC']
2017-07-17,['JBHT', 'QVCA', 'AKAM', 'TSCO', 'SYMC']
2017-07-18,['NFLX', 'TSLA', 'JD', 'WYNN', 'NVDA']
2017-07-19,['QVCA', 'LRCX', 'MAT', 'CTXS', 'CA']
2017-07-20,['INCY', 'REGN', 'MYL', 'ALXN', 'SWKS']
2017-07-21,['CTAS', 'NFLX', 'VRTX', 'SHPG', 'TMUS']
2017-07-24,['TSLA', 'INCY', 'ISRG', 'BIDU', 'VRTX']
2017-07-25,['TSCO', 'WDC', 'STX', 'AKAM', 'DLTR']
2017-07-26,['HSIC', 'CTRP', 'INCY', 'DISCA', 'JD']
2017-07-27,['ADP', 'TSCO', 'SIRI', 'FOXA', 'FOX']
2017-07-28,['BIDU', 'EA', 'EXPE', 'AAL', 'NVDA']
2017-07-31,['COST', 'ULTA', 'MAT', 'ORLY', 'FISV']
2017-08-01,['DISH', 'VRSK', 'INTC', 'ORLY', 'TMUS']
2017-08-02,['ILMN', 'DISCK', 'VRTX', 'TSLA', 'DISCA']
2017-08-03,['CTSH', 'VIAB', 'BIDU', 'CSX', 'MELI']
2017-08-04,['TSLA', 'QVCA', 'MCHP', 'TSCO', 'INCY']
2017-08-07,['LRCX', 'KLAC', 'AMAT', 'VRTX', 'INCY']
2017-08-08,['MAR', 'LILAK', 'CHTR', 'TSLA', 'CSX']
2017-08-09,['MYL', 'QVCA', 'LVNTA', 'CHTR', 'LBTYK']
2017-08-10,['LILAK', 'MNST', 'LILA', 'CMCSA', 'MYL']
2017-08-11,['NCLH', 'VRTX', 'LRCX', 'VIAB', 'MELI']
2017-08-14,['NVDA', 'WDC', 'AVGO', 'MXIM', 'ADI']
2017-08-15,['WYNN', 'ORLY', 'MYL', 'ISRG', 'ADP']
2017-08-16,['ULTA', 'MU', 'WDC', 'CTXS', 'TSCO']
2017-08-17,['TSCO', 'MYL', 'WBA', 'DLTR', 'COST']
2017-08-18,['CTRP', 'SYMC', 'CERN', 'MU', 'ULTA']
2017-08-21,['CTRP', 'MELI', 'JD', 'PAYX', 'ADSK']
2017-08-22,['VRTX', 'ATVI', 'ALXN', 'FAST', 'LRCX']
2017-08-23,['XLNX', 'TSLA', 'NVDA', 'WDC', 'TSCO']
2017-08-24,['XRAY', 'QVCA', 'REGN', 'VRTX', 'ALXN']
2017-08-25,['AAL', 'TSCO', 'ORLY', 'ROST', 'VIAB']
2017-08-28,['MU', 'ILMN', 'INCY', 'LRCX', 'BIIB']
2017-08-29,['JD', 'ULTA', 'DISH', 'MU', 'LRCX']
2017-08-30,['INCY', 'GILD', 'BMRN', 'BIIB', 'ATVI']
2017-08-31,['BIIB', 'MELI', 'CTRP', 'ULTA', 'GILD']
2017-09-01,['QVCA', 'WDC', 'BIDU', 'DLTR', 'DISH']
2017-09-05,['STX', 'HOLX', 'MELI', 'ORLY', 'ISRG']
2017-09-06,['AAL', 'VIAB', 'NFLX', 'CHTR', 'CSX']
2017-09-07,['BIDU', 'SYMC', 'EBAY', 'GILD', 'CSX']
2017-09-08,['FAST', 'HAS', 'MAR', 'SHPG', 'PCAR']
2017-09-11,['MELI', 'AAL', 'TSLA', 'ADSK', 'SYMC']
2017-09-12,['STX', 'SYMC', 'LBTYK', 'MELI', 'JD']
2017-09-13,['ORLY', 'JD', 'XLNX', 'VIAB', 'FOX']
2017-09-14,['TSLA', 'CERN', 'AMAT', 'DISCK', 'DISCA']
2017-09-15,['NVDA', 'WDC', 'STX', 'FOXA', 'FOX']
2017-09-18,['NTES', 'MELI', 'KLAC', 'IDXX', 'LRCX']
2017-09-19,['TMUS', 'HAS', 'WYNN', 'MAR', 'WDC']
2017-09-20,['QVCA', 'VIAB', 'CSX', 'REGN', 'ESRX']
2017-09-21,['AAL', 'DISCK', 'NFLX', 'SHPG', 'BMRN']
2017-09-22,['ORLY', 'QVCA', 'LRCX', 'STX', 'PAYX']
2017-09-25,['TSCO', 'ORLY', 'QVCA', 'MAT', 'AAL']
2017-09-26,['MAT', 'LILAK', 'JBHT', 'LILA', 'WYNN']
